Date,Ticker,Close,High,Low,Open,Volume
2020-12-07,AMZN,157.89999389648438,159.03799438476562,157.08450317382812,157.82400512695312,55026000
2020-12-07,GOOGL,90.22917938232422,90.83797937404678,89.53446984443129,90.15568118177275,22288000
2020-12-07,MSFT,205.61976623535156,206.81919092081037,204.3723762756061,205.69653117219067,24620000
2020-12-08,AMZN,158.864501953125,159.2064971923828,156.00100708007812,157.94500732421875,65726000
2020-12-08,GOOGL,89.94612884521484,90.17654191763987,88.95050099478975,89.80659591980766,19936000
2020-12-08,MSFT,207.27020263671875,208.1721724597082,204.2764429190657,205.31274773858016,23284100
2020-12-09,AMZN,155.2100067138672,158.72149658203125,154.39999389648438,158.39450073242188,82016000
2020-12-09,GOOGL,88.28409576416016,90.79230154815504,87.49652840724409,89.89796478940806,31728000
2020-12-09,MSFT,203.23056030273438,206.52177523800023,202.6644352574162,206.45461505637104,32440600
2020-12-10,AMZN,155.07449340820312,157.10499572753906,153.8000030517578,154.44949340820312,60604000
2020-12-10,GOOGL,87.77709197998047,88.14157486879887,86.08277656751567,87.5263191448489,28688000
2020-12-10,MSFT,202.00234985351562,204.458769727923,201.84881995101082,203.20177476417683,26733300
2020-12-11,AMZN,155.8209991455078,155.93350219726562,153.64100646972656,154.83299255371094,61294000
2020-12-11,GOOGL,88.13214874267578,88.25679261155929,87.03670719785953,87.39721969862602,18628000
2020-12-11,MSFT,204.6314239501953,204.6890086289566,200.64934019188877,201.55130982077503,30979400
2020-12-14,AMZN,157.84849548339844,159.52349853515625,156.3000030517578,157.14999389648438,83116000
2020-12-14,GOOGL,87.01286315917969,88.87700490171588,86.85743340263497,87.92954487062023,33050000
2020-12-14,MSFT,205.53343200683594,207.46211646706954,204.26684702413348,204.47794696148657,28798400
2020-12-15,AMZN,158.25599670410156,159.4250030517578,156.52450561523438,159.05050659179688,66390000
2020-12-15,GOOGL,87.45084381103516,87.59583985286919,86.48699444327288,87.39025704522699,21352000
2020-12-15,MSFT,205.4662322998047,206.7040320203007,203.65270292613042,206.4641471050453,27000600
2020-12-16,AMZN,162.04800415039062,162.35000610351562,158.1840057373047,158.80050659179688,88552000
2020-12-16,GOOGL,87.2576675415039,87.84958566273735,86.85395784860822,87.84958566273735,24676000
2020-12-16,MSFT,210.4078826904297,211.20430246821877,206.0323836174708,206.06116863968117,35023300
2020-12-17,AMZN,161.8040008544922,163.17550659179688,161.0500030517578,162.5,69486000
2020-12-17,GOOGL,86.42938232421875,87.73041412035337,85.96459334657283,87.59236631572465,34880000
2020-12-17,MSFT,210.5421905517578,211.95271502401806,209.1028810609954,210.97398047070388,32515800
2020-12-18,AMZN,160.08250427246094,162.4709930419922,158.5800018310547,162.19949340820312,119914000
2020-12-18,GOOGL,85.71977233886719,86.81919170428078,85.16261812232082,86.71044468172059,85256000
2020-12-18,MSFT,209.74581909179688,210.80131881755383,207.27980921095252,209.74581909179688,63354900
2020-12-21,AMZN,160.3090057373047,161.34849548339844,158.3000030517578,160.00050354003906,76736000
2020-12-21,GOOGL,86.13392639160156,86.25509235125325,84.11981793066384,84.87113629069282,33974000
2020-12-21,MSFT,213.58392333984375,214.93687773596008,208.48877023256824,208.7478500330063,37181900
2020-12-22,AMZN,160.3260040283203,161.10000610351562,159.00399780273438,160.14199829101562,47388000
2020-12-22,GOOGL,85.42183685302734,86.03709256654695,84.70478234258736,85.87421449147438,20370000
2020-12-22,MSFT,214.87933349609375,216.50095801273704,212.87389893684067,213.67990881116995,22612200
2020-12-23,AMZN,159.2635040283203,160.50650024414062,159.20849609375,160.25,41876000
2020-12-23,GOOGL,85.81959533691406,86.60815530253585,85.47050159575537,85.60607168641371,22974000
2020-12-23,MSFT,212.07748413085938,214.5147087051937,211.8663842100806,214.0829187368426,18699600
2020-12-24,AMZN,158.63450622558594,160.10000610351562,158.4499969482422,159.69500732421875,29038000
2020-12-24,GOOGL,86.11407470703125,86.5237476823275,85.62693310023282,85.85783872194621,9312000
2020-12-24,MSFT,213.7374725341797,214.56267727866629,212.2501830405636,212.4612829501821,10550600
2020-12-28,AMZN,164.197998046875,165.1999969482422,158.63450622558594,159.6999969482422,113736000
2020-12-28,GOOGL,88.0904312133789,88.73796554394026,86.49444423582476,86.64788120786828,27650000
2020-12-28,MSFT,215.8580780029297,216.8847779666073,213.99656846423386,215.36870333861185,17933500
2020-12-29,AMZN,166.10000610351562,167.53250122070312,164.06100463867188,165.4969940185547,97458000
2020-12-29,GOOGL,87.28598022460938,88.81096184437173,87.15438813378992,88.749390051316,19726000
2020-12-29,MSFT,215.08082580566406,217.98823003223873,214.53389577009193,217.1534351478008,17403200
